Participant,ItemID,Item,S,Es,R
Survey1_35,Item12a,12,1,0.101738371,1
Survey1_35,Item13b,13,1,-0.977046911,0
Survey1_35,Item14a,14,1,1.031725684,1
Survey1_35,Item15b,15,1,-1.721036761,0
Survey1_35,Item16a,16,1,-0.493453509,1
Survey1_35,Item17b,17,1,-0.828248941,0
Survey1_35,Item18a,18,1,-0.493453509,1
Survey1_35,Item19b,19,1,-2.390627626,0
Survey1_35,Item20a,20,1,1.031725684,1
Survey1_36,Item1b,1,0,-1.646637776,0
Survey1_36,Item2a,2,0,-0.233057061,0
Survey1_36,Item3b,3,0,-1.609438284,2
Survey1_36,Item4a,4,0,-1.460640314,0
Survey1_36,Item5b,5,0,-1.795435746,0
Survey1_36,Item6a,6,0,-0.679450971,0
Survey1_36,Item7b,7,0,-0.828248941,0
Survey1_36,Item8a,8,0,-0.828248941,0
Survey1_36,Item9b,9,0,-1.497839806,0
Survey1_36,Item10a,10,0,0.287735834,0
Survey1_36,Item11b,11,1,-0.828248941,0
Survey1_36,Item12a,12,1,-0.493453509,0
Survey1_36,Item13b,13,1,-0.828248941,0
Survey1_36,Item14a,14,1,-2.204630164,0
Survey1_36,Item15b,15,1,-1.907034224,0
Survey1_36,Item16a,16,1,-1.721036761,0
Survey1_36,Item17b,17,1,-0.307456046,0
Survey1_36,Item18a,18,1,0.101738371,0
Survey1_36,Item19b,19,1,-2.055832194,0
Survey1_36,Item20a,20,1,0.808528729,0
Survey1_37,Item1b,1,0,-1.572238791,0
Survey1_37,Item2a,2,0,1.031725684,1
Survey1_37,Item3b,3,0,0.845728221,0
Survey1_37,Item4a,4,0,1.031725684,1
Survey1_37,Item5b,5,0,0.845728221,1
Survey1_37,Item6a,6,0,0.771329236,1
Survey1_37,Item7b,7,0,-0.009860106,0
Survey1_37,Item8a,8,0,0.808528729,1
Survey1_37,Item9b,9,0,0.027339386,0
Survey1_37,Item10a,10,0,0.287735834,0
Survey1_37,Item11b,11,1,-0.419054524,0
Survey1_37,Item12a,12,1,0.287735834,2
Survey1_37,Item13b,13,1,0.101738371,0
Survey1_37,Item14a,14,1,1.031725684,1
Survey1_37,Item15b,15,1,0.362134819,0
Survey1_37,Item16a,16,1,0.548132281,0
Survey1_37,Item17b,17,1,0.064538879,0
Survey1_37,Item18a,18,1,1.031725684,1
Survey1_37,Item19b,19,1,-0.009860106,0
Survey1_37,Item20a,20,1,1.031725684,1
Survey1_38,Item1b,1,0,-0.828248941,0
Survey1_38,Item2a,2,0,1.031725684,1
Survey1_38,Item3b,3,0,-0.270256554,2
Survey1_38,Item4a,4,0,0.473733296,2
Survey1_38,Item5b,5,0,0.845728221,2
Survey1_38,Item6a,6,0,0.659730759,1
Survey1_38,Item7b,7,0,0.027339386,2
Survey1_38,Item8a,8,0,0.473733296,2
Survey1_38,Item9b,9,0,0.176137356,1
Survey1_38,Item10a,10,0,0.659730759,2
Survey1_38,Item11b,11,1,-0.084259091,1
Survey1_38,Item12a,12,1,0.585331774,0
Survey1_38,Item13b,13,1,-0.642251479,0
Survey1_38,Item14a,14,1,0.101738371,0
Survey1_38,Item15b,15,1,0.845728221,1
Survey1_38,Item16a,16,1,0.287735834,1
Survey1_38,Item17b,17,1,0.659730759,2
Survey1_38,Item18a,18,1,0.845728221,0
Survey1_38,Item19b,19,1,-0.270256554,0
Survey1_38,Item20a,20,1,1.031725684,1
Survey1_39,Item1a,1,0,1.031725684,0
Survey1_39,Item2b,2,0,1.031725684,1
Survey1_39,Item3a,3,0,1.031725684,1
Survey1_39,Item4b,4,0,0.585331774,0
Survey1_39,Item5a,5,0,1.031725684,0
Survey1_39,Item6b,6,0,0.287735834,0
Survey1_39,Item7a,7,0,1.031725684,0
Survey1_39,Item8b,8,0,0.473733296,0
Survey1_39,Item9a,9,0,0.845728221,0
Survey1_39,Item10b,10,0,0.362134819,0
Survey1_39,Item11a,11,1,1.031725684,0
Survey1_39,Item12b,12,1,0.362134819,0
Survey1_39,Item13a,13,1,1.031725684,0
Survey1_39,Item14b,14,1,0.659730759,0
Survey1_39,Item15a,15,1,1.031725684,0
Survey1_39,Item16b,16,1,0.101738371,0
Survey1_39,Item17a,17,1,0.436533804,1
Survey1_39,Item18b,18,1,0.362134819,0
Survey1_39,Item19a,19,1,1.031725684,1
Survey1_39,Item20b,20,1,0.287735834,0
Survey1_4,Item1b,1,0,0.287735834,0
Survey1_4,Item2a,2,0,0.362134819,1
Survey1_4,Item3b,3,0,1.031725684,1
Survey1_4,Item4a,4,0,-0.084259091,1
Survey1_4,Item5b,5,0,1.031725684,1
Survey1_4,Item6a,6,0,0.287735834,1
Survey1_4,Item7b,7,0,0.622531266,0
Survey1_4,Item8a,8,0,1.031725684,1
Survey1_4,Item9b,9,0,0.659730759,1
Survey1_4,Item10a,10,0,1.031725684,1
Survey1_4,Item11b,11,1,-0.084259091,2
Survey1_4,Item12a,12,1,-0.419054524,0
Survey1_4,Item13b,13,1,0.659730759,0
Survey1_4,Item14a,14,1,1.031725684,2
Survey1_4,Item15b,15,1,0.659730759,2
Survey1_4,Item16a,16,1,0.659730759,1
Survey1_4,Item17b,17,1,1.031725684,0
Survey1_4,Item18a,18,1,1.031725684,1
Survey1_4,Item19b,19,1,0.696930251,2
Survey1_4,Item20a,20,1,1.031725684,0
Survey1_40,Item1b,1,0,-1.944233716,2
Survey1_40,Item2a,2,0,0.845728221,1
Survey1_40,Item3b,3,0,0.287735834,0
Survey1_40,Item4a,4,0,-1.572238791,2
Survey1_40,Item5b,5,0,-0.195857569,2
Survey1_40,Item6a,6,0,-1.944233716,2
Survey1_40,Item7b,7,0,-0.195857569,2
Survey1_40,Item8a,8,0,0.845728221,2
Survey1_40,Item9b,9,0,-2.130231179,0
Survey1_40,Item10a,10,0,0.845728221,0
Survey1_40,Item11b,11,1,-2.130231179,2
Survey1_40,Item12a,12,1,0.287735834,0
Survey1_40,Item13b,13,1,-0.642251479,2
Survey1_40,Item14a,14,1,1.031725684,1
Survey1_40,Item15b,15,1,-0.642251479,2
Survey1_40,Item16a,16,1,-0.158658076,2
Survey1_40,Item17b,17,1,-1.944233716,0
Survey1_40,Item18a,18,1,0.845728221,1
Survey1_40,Item19b,19,1,-2.130231179,0
Survey1_40,Item20a,20,1,1.031725684,1
Survey1_41,Item1b,1,0,-0.828248941,0
Survey1_41,Item2a,2,0,0.957326699,2
Survey1_41,Item3b,3,0,0.436533804,1
Survey1_41,Item4a,4,0,0.994526191,0
Survey1_41,Item5b,5,0,0.548132281,1
Survey1_41,Item6a,6,0,1.031725684,2
Survey1_41,Item7b,7,0,0.250536341,1
Survey1_41,Item8a,8,0,0.510932789,0
Survey1_41,Item9b,9,0,-0.121458584,0
Survey1_41,Item10a,10,0,0.994526191,1
Survey1_41,Item11b,11,1,0.287735834,2
Survey1_41,Item12a,12,1,-0.084259091,0
Survey1_41,Item13b,13,1,0.324935326,0
Survey1_41,Item14a,14,1,0.845728221,2
Survey1_41,Item15b,15,1,-0.084259091,0
Survey1_41,Item16a,16,1,0.027339386,2
Survey1_41,Item17b,17,1,1.031725684,0
Survey1_41,Item18a,18,1,0.882927714,1
Survey1_41,Item19b,19,1,-0.233057061,0
Survey1_41,Item20a,20,1,0.957326699,1
Survey1_5,Item1b,1,0,1.031725684,0
Survey1_5,Item2a,2,0,0.585331774,1
Survey1_5,Item3b,3,0,0.920127206,1
Survey1_5,Item4a,4,0,0.771329236,1
Survey1_5,Item5b,5,0,0.659730759,1
Survey1_5,Item6a,6,0,1.031725684,1
Survey1_5,Item7b,7,0,0.808528729,1
Survey1_5,Item8a,8,0,0.957326699,1
Survey1_5,Item9b,9,0,0.734129744,1
Survey1_5,Item10a,10,0,0.808528729,1
Survey1_5,Item11b,11,1,0.250536341,0
Survey1_5,Item12a,12,1,0.399334311,1
Survey1_5,Item13b,13,1,0.436533804,0
Survey1_5,Item14a,14,1,0.659730759,1
Survey1_5,Item15b,15,1,1.031725684,1
Survey1_5,Item16a,16,1,0.696930251,1
Survey1_5,Item17b,17,1,0.548132281,0
Survey1_5,Item18a,18,1,0.548132281,2
Survey1_5,Item19b,19,1,0.659730759,0
Survey1_5,Item20a,20,1,0.845728221,1
Survey1_6,Item1a,1,0,-1.386241329,1
Survey1_6,Item2b,2,0,-1.125844881,0
Survey1_6,Item3a,3,0,-0.381855031,1
Survey1_6,Item4b,4,0,-0.121458584,1
Survey1_6,Item5a,5,0,0.027339386,0
Survey1_6,Item6b,6,0,-1.237443359,0
Survey1_6,Item7a,7,0,-0.084259091,0
Survey1_6,Item8b,8,0,-1.683837269,0
Survey1_6,Item9a,9,0,-0.679450971,0
Survey1_6,Item10b,10,0,-1.386241329,0
Survey1_6,Item11a,11,1,0.176137356,1
Survey1_6,Item12b,12,1,-0.493453509,1
Survey1_6,Item13a,13,1,0.473733296,1
Survey1_6,Item14b,14,1,-1.721036761,0
Survey1_6,Item15a,15,1,-0.307456046,1
Survey1_6,Item16b,16,1,-1.237443359,0
Survey1_6,Item17a,17,1,0.176137356,1
Survey1_6,Item18b,18,1,-1.869834731,0
Survey1_6,Item19a,19,1,0.324935326,1
Survey1_6,Item20b,20,1,-0.381855031,0
Survey1_7,Item1a,1,0,0.585331774,1
Survey1_7,Item2b,2,0,0.696930251,1
Survey1_7,Item3a,3,0,0.808528729,1
Survey1_7,Item4b,4,0,0.920127206,1
Survey1_7,Item5a,5,0,0.920127206,1
Survey1_7,Item6b,6,0,-0.753849956,1
Survey1_7,Item7a,7,0,0.287735834,1
Survey1_7,Item8b,8,0,-0.642251479,1
Survey1_7,Item9a,9,0,-0.009860106,0
Survey1_7,Item10b,10,0,-1.163044374,1
Survey1_7,Item11a,11,1,0.473733296,1
Survey1_7,Item12b,12,1,0.250536341,1
Survey1_7,Item13a,13,1,1.031725684,1
Survey1_7,Item14b,14,1,-0.977046911,0
Survey1_7,Item15a,15,1,0.957326699,1
Survey1_7,Item16b,16,1,-1.088645389,1
Survey1_7,Item17a,17,1,0.548132281,1
Survey1_7,Item18b,18,1,-0.902647926,1
Survey1_7,Item19a,19,1,0.324935326,1
Survey1_7,Item20b,20,1,0.771329236,1
Survey1_8,Item1a,1,0,1.031725684,1
Survey1_8,Item2b,2,0,1.031725684,1
Survey1_8,Item3a,3,0,1.031725684,1
Survey1_8,Item4b,4,0,0.548132281,0
Survey1_8,Item5a,5,0,1.031725684,0
Survey1_8,Item6b,6,0,1.031725684,1
Survey1_8,Item7a,7,0,0.734129744,0
Survey1_8,Item8b,8,0,1.031725684,1
Survey1_8,Item9a,9,0,0.324935326,0
Survey1_8,Item10b,10,0,1.031725684,1
Survey1_8,Item11a,11,1,1.031725684,1
Survey1_8,Item12b,12,1,-0.605051986,1
Survey1_8,Item13a,13,1,1.031725684,1
Survey1_8,Item14b,14,1,-0.791049449,1
Survey1_8,Item15a,15,1,0.399334311,1
Survey1_8,Item16b,16,1,-0.605051986,0
Survey1_8,Item17a,17,1,1.031725684,1
Survey1_8,Item18b,18,1,1.031725684,1
Survey1_8,Item19a,19,1,0.399334311,1
Survey1_8,Item20b,20,1,-1.944233716,1
Survey1_9,Item1b,1,0,-2.688223566,0
Survey1_9,Item2a,2,0,0.734129744,1
Survey1_9,Item3b,3,0,0.845728221,1
Survey1_9,Item4a,4,0,-2.241829656,1
Survey1_9,Item5b,5,0,1.031725684,0
Survey1_9,Item6a,6,0,1.031725684,1
Survey1_9,Item7b,7,0,0.138937864,1
Survey1_9,Item8a,8,0,1.031725684,1
Survey1_9,Item9b,9,0,-2.316228641,1
Survey1_9,Item10a,10,0,-0.381855031,1
Survey1_9,Item11b,11,1,0.101738371,1
Survey1_9,Item12a,12,1,1.031725684,1
Survey1_9,Item13b,13,1,0.213336849,1
Survey1_9,Item14a,14,1,1.031725684,1
Survey1_9,Item15b,15,1,0.548132281,1
Survey1_9,Item16a,16,1,1.031725684,1
Survey1_9,Item17b,17,1,-2.502226104,0
Survey1_9,Item18a,18,1,-1.646637776,1
Survey1_9,Item19b,19,1,-2.688223566,0
Survey1_9,Item20a,20,1,1.031725684,1
Survey2_1,Item1a,1,1,1.031725684,1
Survey2_1,Item2b,2,1,0.585331774,0
Survey2_1,Item3a,3,1,0.436533804,1
Survey2_1,Item4b,4,1,0.808528729,1
Survey2_1,Item5a,5,1,-0.791049449,1
Survey2_1,Item6b,6,1,1.031725684,1
Survey2_1,Item7a,7,1,0.548132281,1
Survey2_1,Item8b,8,1,1.031725684,1
Survey2_1,Item9a,9,1,0.510932789,1
Survey2_1,Item10b,10,1,0.473733296,1
Survey2_1,Item11a,11,0,0.213336849,1
Survey2_1,Item12b,12,0,0.176137356,1
Survey2_1,Item13a,13,0,0.138937864,0
Survey2_1,Item14b,14,0,0.027339386,0
Survey2_1,Item15a,15,0,1.031725684,1
Survey2_1,Item16b,16,0,0.585331774,0
Survey2_1,Item17a,17,0,1.031725684,0
Survey2_1,Item18b,18,0,0.287735834,1
Survey2_1,Item19a,19,0,0.510932789,1
Survey2_1,Item20b,20,0,0.696930251,1
Survey2_10,Item1b,1,1,-1.200243866,0
Survey2_10,Item2a,2,1,1.031725684,1
Survey2_10,Item3b,3,1,0.659730759,0
Survey2_10,Item4a,4,1,1.031725684,1
Survey2_10,Item5b,5,1,1.031725684,1
Survey2_10,Item6a,6,1,1.031725684,1
Survey2_10,Item7b,7,1,1.031725684,0
Survey2_10,Item8a,8,1,1.031725684,1
Survey2_10,Item9b,9,1,0.473733296,1
Survey2_10,Item10a,10,1,0.510932789,0
Survey2_10,Item11b,11,0,0.287735834,0
Survey2_10,Item12a,12,0,0.845728221,0
Survey2_10,Item13b,13,0,0.101738371,0
Survey2_10,Item14a,14,0,0.994526191,0
Survey2_10,Item15b,15,0,0.659730759,0
Survey2_10,Item16a,16,0,0.101738371,0
Survey2_10,Item17b,17,0,1.031725684,0
Survey2_10,Item18a,18,0,1.031725684,0
Survey2_10,Item19b,19,0,-0.121458584,0
Survey2_10,Item20a,20,0,1.031725684,1
Survey2_11,Item1b,1,1,-0.344655539,0
Survey2_11,Item2a,2,1,0.101738371,0
Survey2_11,Item3b,3,1,-0.047059599,1
Survey2_11,Item4a,4,1,1.031725684,1
Survey2_11,Item5b,5,1,0.585331774,1
Survey2_11,Item6a,6,1,0.064538879,0
Survey2_11,Item7b,7,1,1.031725684,0
Survey2_11,Item8a,8,1,1.031725684,1
Survey2_11,Item9b,9,1,-0.828248941,0
Survey2_11,Item10a,10,1,1.031725684,1
Survey2_11,Item11b,11,0,-2.055832194,0
Survey2_11,Item12a,12,0,-0.084259091,0
Survey2_11,Item13b,13,0,-0.828248941,0
Survey2_11,Item14a,14,0,0.436533804,1
Survey2_11,Item15b,15,0,0.027339386,0
Survey2_11,Item16a,16,0,1.031725684,0
Survey2_11,Item17b,17,0,1.031725684,0
Survey2_11,Item18a,18,0,1.031725684,1
Survey2_11,Item19b,19,0,-2.688223566,0
Survey2_11,Item20a,20,0,1.031725684,1
Survey2_12,Item1b,1,1,-1.944233716,1
Survey2_12,Item2a,2,1,1.031725684,1
Survey2_12,Item3b,3,1,-1.014246404,0
Survey2_12,Item4a,4,1,0.287735834,1
Survey2_12,Item5b,5,1,-0.270256554,0
Survey2_12,Item6a,6,1,0.473733296,1
Survey2_12,Item7b,7,1,-0.084259091,1
Survey2_12,Item8a,8,1,0.473733296,1
Survey2_12,Item9b,9,1,-1.572238791,1
Survey2_12,Item10a,10,1,-0.270256554,1
Survey2_12,Item11b,11,0,-1.944233716,0
Survey2_12,Item12a,12,0,-0.084259091,0
Survey2_12,Item13b,13,0,-1.572238791,0
Survey2_12,Item14a,14,0,0.287735834,0
Survey2_12,Item15b,15,0,-0.642251479,0
Survey2_12,Item16a,16,0,-0.084259091,0
Survey2_12,Item17b,17,0,0.510932789,0
Survey2_12,Item18a,18,0,0.101738371,1
Survey2_12,Item19b,19,0,-0.828248941,2
Survey2_12,Item20a,20,0,0.845728221,1
Survey2_13,Item1a,1,1,0.659730759,0
Survey2_13,Item2b,2,1,-1.386241329,0
Survey2_13,Item3a,3,1,0.845728221,1
Survey2_13,Item4b,4,1,-0.084259091,0
Survey2_13,Item5a,5,1,0.287735834,0
Survey2_13,Item6b,6,1,-0.828248941,0
Survey2_13,Item7a,7,1,0.659730759,1
Survey2_13,Item8b,8,1,-1.200243866,0
Survey2_13,Item9a,9,1,-1.200243866,0
Survey2_13,Item10b,10,1,-1.944233716,0
Survey2_13,Item11a,11,0,1.031725684,1
Survey2_13,Item12b,12,0,-1.572238791,0
Survey2_13,Item13a,13,0,0.473733296,0
Survey2_13,Item14b,14,0,-0.828248941,0
Survey2_13,Item15a,15,0,-0.084259091,0
Survey2_13,Item16b,16,0,-0.456254016,0
Survey2_13,Item17a,17,0,0.473733296,1
Survey2_13,Item18b,18,0,-1.758236254,0
Survey2_13,Item19a,19,0,0.287735834,0
Survey2_13,Item20b,20,0,-2.316228641,0
Survey2_14,Item1a,1,1,1.031725684,0
Survey2_14,Item2b,2,1,-0.791049449,0
Survey2_14,Item3a,3,1,1.031725684,1
Survey2_14,Item4b,4,1,1.031725684,0
Survey2_14,Item5a,5,1,0.585331774,1
Survey2_14,Item6b,6,1,-1.683837269,0
Survey2_14,Item7a,7,1,1.031725684,1
Survey2_14,Item8b,8,1,-0.419054524,0
Survey2_14,Item9a,9,1,-0.270256554,1
Survey2_14,Item10b,10,1,-0.419054524,1
Survey2_14,Item11a,11,0,1.031725684,1
Survey2_14,Item12b,12,0,-0.828248941,0
Survey2_14,Item13a,13,0,1.031725684,0
Survey2_14,Item14b,14,0,0.622531266,0
Survey2_14,Item15a,15,0,1.031725684,0
Survey2_14,Item16b,16,0,-0.233057061,0
Survey2_14,Item17a,17,0,1.031725684,1
Survey2_14,Item18b,18,0,-0.307456046,0
Survey2_14,Item19a,19,0,1.031725684,0
Survey2_14,Item20b,20,0,-0.828248941,0
Survey2_15,Item1a,1,1,0.138937864,1
Survey2_15,Item2b,2,1,0.324935326,2
Survey2_15,Item3a,3,1,0.808528729,2
Survey2_15,Item4b,4,1,0.920127206,2
Survey2_15,Item5a,5,1,0.324935326,2
Survey2_15,Item6b,6,1,-1.200243866,0
Survey2_15,Item7a,7,1,0.882927714,2
Survey2_15,Item8b,8,1,-2.353428134,0
Survey2_15,Item9a,9,1,0.399334311,2
Survey2_15,Item10b,10,1,-1.981433209,2
Survey2_15,Item11a,11,0,0.808528729,2
Survey2_15,Item12b,12,0,-0.381855031,0
Survey2_15,Item13a,13,0,0.957326699,2
Survey2_15,Item14b,14,0,-0.158658076,0
Survey2_15,Item15a,15,0,0.920127206,0
Survey2_15,Item16b,16,0,0.659730759,0
Survey2_15,Item17a,17,0,0.324935326,2
Survey2_15,Item18b,18,0,-2.130231179,1
Survey2_15,Item19a,19,0,0.845728221,2
Survey2_15,Item20b,20,0,-0.419054524,0
Survey2_16,Item1a,1,1,0.324935326,1
Survey2_16,Item2b,2,1,-0.419054524,0
Survey2_16,Item3a,3,1,1.031725684,1
Survey2_16,Item4b,4,1,0.920127206,1
Survey2_16,Item5a,5,1,0.622531266,1
Survey2_16,Item6b,6,1,-2.427827119,2
Survey2_16,Item7a,7,1,1.031725684,1
Survey2_16,Item8b,8,1,-2.279029149,0
Survey2_16,Item9a,9,1,0.808528729,0
Survey2_16,Item10b,10,1,-1.609438284,0
Survey2_16,Item11a,11,0,-0.195857569,1
Survey2_16,Item12b,12,0,-0.121458584,1
Survey2_16,Item13a,13,0,0.994526191,1
Survey2_16,Item14b,14,0,-2.688223566,0
Survey2_16,Item15a,15,0,0.994526191,1
Survey2_16,Item16b,16,0,-0.084259091,0
Survey2_16,Item17a,17,0,0.585331774,1
Survey2_16,Item18b,18,0,-1.646637776,0
Survey2_16,Item19a,19,0,0.845728221,1
Survey2_16,Item20b,20,0,-1.981433209,1
Survey2_17,Item1b,1,1,-1.349041836,2
Survey2_17,Item2a,2,1,-0.381855031,1
Survey2_17,Item3b,3,1,-0.047059599,0
Survey2_17,Item4a,4,1,1.031725684,1
Survey2_17,Item5b,5,1,0.064538879,0
Survey2_17,Item6a,6,1,-1.609438284,0
Survey2_17,Item7b,7,1,-1.200243866,0
Survey2_17,Item8a,8,1,0.882927714,0
Survey2_17,Item9b,9,1,-0.679450971,1
Survey2_17,Item10a,10,1,-1.237443359,1
Survey2_17,Item11b,11,0,0.994526191,0
Survey2_17,Item12a,12,0,-1.721036761,1
Survey2_17,Item13b,13,0,0.176137356,2
Survey2_17,Item14a,14,0,0.213336849,1
Survey2_17,Item15b,15,0,1.031725684,0
Survey2_17,Item16a,16,0,0.659730759,0
Survey2_17,Item17b,17,0,0.250536341,0
Survey2_17,Item18a,18,0,-0.084259091,1
Survey2_17,Item19b,19,0,-1.125844881,0
Survey2_17,Item20a,20,0,-1.163044374,1
Survey2_18,Item1a,1,1,1.031725684,1
Survey2_18,Item2b,2,1,0.287735834,1
Survey2_18,Item3a,3,1,1.031725684,1
Survey2_18,Item4b,4,1,1.031725684,1
Survey2_18,Item5a,5,1,0.287735834,1
Survey2_18,Item6b,6,1,-0.828248941,0
Survey2_18,Item7a,7,1,1.031725684,1
Survey2_18,Item8b,8,1,-0.456254016,0
Survey2_18,Item9a,9,1,0.287735834,0
Survey2_18,Item10b,10,1,-0.456254016,0
Survey2_18,Item11a,11,0,1.031725684,1
Survey2_18,Item12b,12,0,-0.456254016,0
Survey2_18,Item13a,13,0,1.031725684,1
Survey2_18,Item14b,14,0,-0.828248941,2
Survey2_18,Item15a,15,0,1.031725684,1
Survey2_18,Item16b,16,0,-0.456254016,0
Survey2_18,Item17a,17,0,0.659730759,1
Survey2_18,Item18b,18,0,-0.456254016,0
Survey2_18,Item19a,19,0,1.031725684,1
Survey2_18,Item20b,20,0,-0.456254016,0
Survey2_19,Item1a,1,1,0.845728221,1
Survey2_19,Item2b,2,1,-0.084259091,1
Survey2_19,Item3a,3,1,0.362134819,1
Survey2_19,Item4b,4,1,1.031725684,1
Survey2_19,Item5a,5,1,-0.084259091,1
Survey2_19,Item6b,6,1,-0.828248941,1
Survey2_19,Item7a,7,1,1.031725684,1
Survey2_19,Item8b,8,1,-1.572238791,1
Survey2_19,Item9a,9,1,0.362134819,1
Survey2_19,Item10b,10,1,-0.828248941,1
Survey2_19,Item11a,11,0,1.031725684,1
Survey2_19,Item12b,12,0,0.101738371,0
Survey2_19,Item13a,13,0,0.845728221,0
Survey2_19,Item14b,14,0,-1.572238791,0
Survey2_19,Item15a,15,0,1.031725684,0
Survey2_19,Item16b,16,0,0.324935326,0
Survey2_19,Item17a,17,0,1.031725684,1
Survey2_19,Item18b,18,0,-0.828248941,0
Survey2_19,Item19a,19,0,0.845728221,1
Survey2_19,Item20b,20,0,-0.121458584,0
Survey2_2,Item1b,1,1,-0.828248941,0
Survey2_2,Item2a,2,1,-0.121458584,1
Survey2_2,Item3b,3,1,-0.828248941,0
Survey2_2,Item4a,4,1,0.324935326,1
Survey2_2,Item5b,5,1,-1.200243866,1
Survey2_2,Item6a,6,1,-0.828248941,0
Survey2_2,Item7b,7,1,0.213336849,0
Survey2_2,Item8a,8,1,0.324935326,1
Survey2_2,Item9b,9,1,-0.456254016,0
Survey2_2,Item10a,10,1,0.064538879,1
Survey2_2,Item11b,11,0,-1.014246404,0
Survey2_2,Item12a,12,0,-0.642251479,1
Survey2_2,Item13b,13,0,-0.828248941,0
Survey2_2,Item14a,14,0,-0.828248941,0
Survey2_2,Item15b,15,0,-0.828248941,0
Survey2_2,Item16a,16,0,-0.828248941,0
Survey2_2,Item17b,17,0,-1.423440821,0
Survey2_2,Item18a,18,0,-0.158658076,1
Survey2_2,Item19b,19,0,-0.828248941,0
Survey2_2,Item20a,20,0,0.659730759,1
Survey2_20,Item1b,1,1,-1.646637776,1
Survey2_20,Item2a,2,1,0.287735834,0
Survey2_20,Item3b,3,1,0.324935326,0
Survey2_20,Item4a,4,1,0.101738371,0
Survey2_20,Item5b,5,1,0.585331774,2
Survey2_20,Item6a,6,1,0.324935326,2
Survey2_20,Item7b,7,1,-0.419054524,0
Survey2_20,Item8a,8,1,0.250536341,2
Survey2_20,Item9b,9,1,-0.344655539,1
Survey2_20,Item10a,10,1,0.027339386,2
Survey2_20,Item11b,11,0,-0.567852494,2
Survey2_20,Item12a,12,0,0.510932789,1
Survey2_20,Item13b,13,0,-0.009860106,0
Survey2_20,Item14a,14,0,0.548132281,0
Survey2_20,Item15b,15,0,-1.349041836,0
Survey2_20,Item16a,16,0,1.031725684,1
Survey2_20,Item17b,17,0,-0.456254016,0
Survey2_20,Item18a,18,0,1.031725684,1
Survey2_20,Item19b,19,0,-0.456254016,0
Survey2_20,Item20a,20,0,0.473733296,1
Survey2_21,Item1b,1,1,-0.828248941,0
Survey2_21,Item2a,2,1,0.399334311,1
Survey2_21,Item3b,3,1,-0.121458584,1
Survey2_21,Item4a,4,1,1.031725684,0
Survey2_21,Item5b,5,1,0.324935326,1
Survey2_21,Item6a,6,1,0.659730759,1
Survey2_21,Item7b,7,1,-0.381855031,0
Survey2_21,Item8a,8,1,0.882927714,1
Survey2_21,Item9b,9,1,-0.381855031,1
Survey2_21,Item10a,10,1,1.031725684,1
Survey2_21,Item11b,11,0,-2.316228641,0
Survey2_21,Item12a,12,0,-0.828248941,0
Survey2_21,Item13b,13,0,-1.907034224,0
Survey2_21,Item14a,14,0,0.436533804,0
Survey2_21,Item15b,15,0,-0.828248941,0
Survey2_21,Item16a,16,0,-0.977046911,0
Survey2_21,Item17b,17,0,-0.456254016,0
Survey2_21,Item18a,18,0,1.031725684,1
Survey2_21,Item19b,19,0,-0.419054524,0
Survey2_21,Item20a,20,0,1.031725684,1
Survey2_22,Item1a,1,1,0.473733296,1
Survey2_22,Item2b,2,1,0.399334311,0
Survey2_22,Item3a,3,1,-1.944233716,0
Survey2_22,Item4b,4,1,0.845728221,1
Survey2_22,Item5a,5,1,0.362134819,1
Survey2_22,Item6b,6,1,0.473733296,1
Survey2_22,Item7a,7,1,0.473733296,1
Survey2_22,Item8b,8,1,0.101738371,0
Survey2_22,Item9a,9,1,0.399334311,0
Survey2_22,Item10b,10,1,-0.642251479,1
Survey2_22,Item11a,11,0,-0.270256554,1
Survey2_22,Item12b,12,0,0.287735834,0
Survey2_22,Item13a,13,0,0.845728221,1
Survey2_22,Item14b,14,0,-2.316228641,0
Survey2_22,Item15a,15,0,0.659730759,1
Survey2_22,Item16b,16,0,-1.758236254,0
Survey2_22,Item17a,17,0,1.031725684,1
Survey2_22,Item18b,18,0,-0.084259091,1
Survey2_22,Item19a,19,0,0.659730759,1
Survey2_22,Item20b,20,0,-0.456254016,0
Survey2_23,Item1a,1,1,0.473733296,1
Survey2_23,Item2b,2,1,-0.456254016,1
Survey2_23,Item3a,3,1,0.734129744,1
Survey2_23,Item4b,4,1,-0.530653001,1
Survey2_23,Item5a,5,1,0.101738371,1
Survey2_23,Item6b,6,1,-1.237443359,0
Survey2_23,Item7a,7,1,1.031725684,1
Survey2_23,Item8b,8,1,-1.349041836,1
Survey2_23,Item9a,9,1,-0.270256554,1
Survey2_23,Item10b,10,1,0.399334311,1
Survey2_23,Item11a,11,0,1.031725684,1
Survey2_23,Item12b,12,0,-1.572238791,0
Survey2_23,Item13a,13,0,1.031725684,1
Survey2_23,Item14b,14,0,-1.944233716,0
Survey2_23,Item15a,15,0,1.031725684,0
Survey2_23,Item16b,16,0,-1.014246404,0
Survey2_23,Item17a,17,0,1.031725684,1
Survey2_23,Item18b,18,0,-0.195857569,0
Survey2_23,Item19a,19,0,0.659730759,1
Survey2_23,Item20b,20,0,-0.753849956,0
Survey2_24,Item1a,1,1,1.031725684,1
Survey2_24,Item2b,2,1,0.659730759,0
Survey2_24,Item3a,3,1,0.659730759,1
Survey2_24,Item4b,4,1,0.845728221,0
